SEQN,OCQ130,OCQ150,OCQ160,OCQ180,OCQ210,OCD230,OCD240,OCQ260,OCD270,OCQ280,OCQ290G,OCQ290Q,OCQ300,OCQ310A,OCQ310B,OCQ310C,OCQ330A,OCQ330B,OCQ330C,OCQ330D,OCQ330E,OCQ340,OCQ350,OCQ360,OCQ380,OCQ390G,OCD390,OCD395,OCQ420,OCQ430,OCQ440,OCQ450,OCQ470G,OCD470,OCD480,RIAGENDR
2239.0,,1.0,,50.0,,39.0,21.0,1.0,12.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,1.0,2.0,,,1.0,38.0,16.0,,1.0,8.0,2.0,,,,F
2241.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
2242.0,,1.0,,24.0,2.0,39.0,22.0,1.0,96.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
2244.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,17.0,84.0,2.0,,,,,,,Female
2245.0,,1.0,,55.0,,25.0,1.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,12.0,48.0,,,,,,,,Female
2246.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Male
2247.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,12.0,120.0,1.0,1.0,6.0,2.0,,,,Female
2248.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,33.0,288.0,1.0,1.0,8.0,1.0,,,,F
2249.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,38.0,96.0,2.0,,,,,,,M
2250.0,,1.0,,54.0,,19.0,8.0,1.0,2.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,3.0,168.0,,1.0,5.0,1.0,,,,Male
2251.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,Female
2252.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,24.0,1.0,2.0,,,,,,,  Female
2253.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,23.0,36.0,1.0,1.0,8.0,1.0,,,,  Male
2254.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2255.0,,1.0,,50.0,,42.0,1.0,1.0,30.0,1.0,2.0,,1.0,2.0,2.0,1.0,9.0,,,,,1.0,1.0,1.0,,1.0,27.0,108.0,,1.0,3.0,2.0,,,,Female
2258.0,,1.0,,40.0,,39.0,7.0,1.0,36.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2260.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,10.0,480.0,1.0,2.0,,,,,,M
2261.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female  
2262.0,,1.0,,50.0,,5.0,36.0,1.0,12.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2264.0,,1.0,,60.0,,32.0,28.0,5.0,6.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,26.0,36.0,,,,,,,,Male
2265.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,17.0,252.0,2.0,,,,,,,Female
2267.0,,1.0,,60.0,,28.0,2.0,1.0,132.0,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,5.0,,1.0,6.0,456.0,,2.0,,,,,,M
2268.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2270.0,,1.0,,20.0,2.0,24.0,11.0,1.0,7.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2272.0,,1.0,,40.0,,35.0,14.0,1.0,48.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F 
2273.0,,,,45.0,,4.0,,,48.0,,,4.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
2275.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,480.0,2.0,,,,,,, F
2276.0,,1.0,,45.0,,19.0,29.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,,,,1.0,2.0,,,1.0,27.0,120.0,,1.0,8.0,2.0,,,,Male
2277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2278.0,,2.0,2.0,,1.0,21.0,35.0,1.0,18.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,,4.0,,2.0,,,,2.0,,,,,,,,,,M
2279.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2280.0,,1.0,,40.0,,41.0,24.0,1.0,84.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
2285.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
2291.0,,1.0,,50.0,,19.0,10.0,1.0,84.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2293.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
2294.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
2296.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2297.0,,1.0,,30.0,2.0,30.0,14.0,1.0,36.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,13.0,108.0,,,,,,,,Female
2298.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,30.0,180.0,2.0,,,,,,,M 
2299.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
2301.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2303.0,,1.0,,64.0,,13.0,31.0,1.0,24.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,4.0,,2.0,,,,1.0,31.0,132.0,,,,,3.0,,14.0,Female
2304.0,,1.0,,55.0,,21.0,1.0,1.0,48.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2307.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,156.0,1.0,1.0,8.0,1.0,,,,Male
2308.0,,,,40.0,,40.0,,,24.0,,,,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,
2309.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2311.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Male 
2312.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,38.0,204.0,2.0,,,,,,,Female
2313.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
2314.0,,1.0,,45.0,,13.0,3.0,1.0,96.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
2315.0,,1.0,,40.0,,38.0,31.0,4.0,6.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2316.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
2317.0,,1.0,,42.0,,22.0,39.0,1.0,4.0,1.0,1.0,8.0,2.0,,,,,,,,,2.0,,,,1.0,11.0,9.0,,,,,,,,M
2318.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,16.0,600.0,2.0,,,,,,,Female
2319.0,,1.0,,80.0,,43.0,18.0,4.0,192.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
2321.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,F
2322.0,,1.0,,32.0,1.0,28.0,30.0,1.0,36.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,,,3.0,,,1.0,1.0,4.0,,2.0,,,,,,,,,,M
2323.0,,1.0,,6.0,2.0,27.0,19.0,1.0,5.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2324.0,,1.0,,40.0,,41.0,24.0,1.0,120.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,1.0,24.0,35.0,Female
2325.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,11.0,240.0,2.0,,,,,,,Male
2326.0,,1.0,,40.0,,38.0,22.0,1.0,180.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2327.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female
2328.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,16.0,72.0,2.0,,,,,,,F
2329.0,,1.0,,40.0,,39.0,22.0,1.0,6.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2330.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,23.0,192.0,2.0,,,,,,, Male
2331.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,41.0,264.0,2.0,,,,,,,M 
2332.0,,1.0,,46.0,,40.0,16.0,3.0,6.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,1.0,39.0,3.0,,,,,,,,Male
2333.0,,1.0,,40.0,,40.0,1.0,4.0,120.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,4.0,,2.0,,,,2.0,,,,,,,4.0,,,Male
2334.0,,1.0,,40.0,,44.0,1.0,2.0,168.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male 
2335.0,,1.0,,40.0,,22.0,15.0,1.0,192.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female 
2336.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,48.0,2.0,,,,,,, F
2337.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,25.0,336.0,1.0,2.0,,,,,,Male
2340.0,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,77777.0,7.0,,,,,,,M
2341.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Male
2342.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,408.0,2.0,,,,,,,Male
2343.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,24.0,24.0,2.0,,,,,,,F
2344.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,37.0,300.0,1.0,1.0,8.0,2.0,,,,Male
2345.0,,1.0,,40.0,,42.0,2.0,1.0,30.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,1.0,5.0,324.0,,1.0,4.0,2.0,,,,Male
2346.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,98.0,144.0,1.0,1.0,9.0,2.0,,,,Male 
2347.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,288.0,2.0,,,,,,,Female
2349.0,,1.0,,56.0,,31.0,18.0,1.0,4.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,18.0,36.0,,,,,,,,Male  
2351.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,25.0,180.0,2.0,,,,,,,Female
2352.0,,2.0,2.0,,1.0,14.0,34.0,1.0,84.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,Female
2353.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,12.0,48.0,2.0,,,,,,,Female
2355.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,11.0,360.0,2.0,,,,,,,M
2356.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,24.0,60.0,2.0,,,,,,,Female
2357.0,,1.0,,59.0,,17.0,35.0,1.0,36.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,4.0,,1.0,2.0,,,1.0,20.0,84.0,,1.0,10.0,2.0,,,,M
2358.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,98.0,120.0,1.0,1.0,2.0,1.0,,,,Female
2360.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,40.0,120.0,1.0,1.0,8.0,2.0,,,,Female
2361.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,F
2362.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,31.0,24.0,2.0,,,,,,,
2363.0,,1.0,,20.0,2.0,28.0,6.0,5.0,4.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,9.0,72.0,,,,,,,,Female
2364.0,,1.0,,40.0,,40.0,35.0,3.0,24.0,1.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,3.0,,60.0,,1.0,8.0,1.0,4.0,,,M
2365.0,,1.0,,40.0,,24.0,11.0,1.0,6.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,  Male
2366.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,30.0,360.0,2.0,,,,,,,Male
2371.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Female
2372.0,,1.0,,40.0,,40.0,5.0,3.0,24.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,1.0,11.0,60.0,,,,,,,,Female
2373.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,288.0,1.0,1.0,8.0,2.0,,,,Female
2374.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2375.0,,1.0,,50.0,,28.0,11.0,1.0,20.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,1.0,240.0,,,,,,,,Female  
2376.0,,1.0,,40.0,,32.0,33.0,1.0,240.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,Male
2377.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,19.0,348.0,1.0,1.0,10.0,2.0,,,,Female
2378.0,,1.0,,12.0,2.0,22.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Male
2379.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2380.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Male
2384.0,,1.0,,5.0,2.0,30.0,10.0,1.0,360.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2385.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
2386.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Male
2388.0,,1.0,,37.0,,28.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2389.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,35.0,5.0,2.0,,,,,,,Male
2390.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,360.0,2.0,,,,,,, Female 
2391.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,16.0,60.0,2.0,,,,,,, Female
2392.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,24.0,156.0,2.0,,,,,,,F
2395.0,,1.0,,25.0,2.0,39.0,22.0,1.0,7.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,1.0,22.0,168.0,,,,,,,,Female
2396.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,16.0,432.0,2.0,,,,,,,F
2397.0,,1.0,,30.0,2.0,27.0,20.0,1.0,8.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,Male
2398.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,31.0,240.0,1.0,1.0,8.0,2.0,,,,Male
2399.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,11.0,132.0,1.0,2.0,,,1.0,17.0,33.0,Female
2400.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,,,,,,,,,,Female
2401.0,,1.0,,60.0,,35.0,32.0,1.0,48.0,1.0,1.0,10.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2404.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,Female
2405.0,,1.0,,40.0,,40.0,16.0,4.0,36.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,F
2407.0,,1.0,,60.0,,19.0,14.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,13.0,72.0,,,,,4.0,,,Male
2411.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2412.0,,,,38.0,,33.0,,,180.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,
2413.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,16.0,24.0,2.0,,,,,,,Female
2414.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,72.0,2.0,,,,,,,Female
2416.0,,1.0,,30.0,2.0,21.0,35.0,5.0,360.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,,2.0,,,,2.0,,,,1.0,98.0,432.0,,,,,,,, Male
2417.0,,2.0,2.0,,2.0,23.0,18.0,1.0,5.0,2.0,2.0,,1.0,2.0,2.0,2.0,,,,,,2.0,,,,1.0,22.0,36.0,,,,,1.0,11.0,24.0,Female
2418.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,33.0,48.0,1.0,1.0,8.0,1.0,,,,Female
2420.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,6.0,264.0,2.0,,,,,,,Male
2421.0,,1.0,,36.0,,41.0,16.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,Female
2422.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,36.0,3.0,2.0,,,,,,,M
2423.0,,1.0,,25.0,2.0,30.0,10.0,1.0,336.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male  
2426.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,Female
2427.0,,1.0,,45.0,,31.0,3.0,1.0,15.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
2429.0,,1.0,,40.0,,28.0,30.0,1.0,84.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,35.0,120.0,,,,,,,,M
2430.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F
2431.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2432.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20.0,192.0,2.0,,,,,,,Female
2434.0,,1.0,,40.0,,2.0,27.0,1.0,6.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2435.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,19.0,8.0,2.0,,,,,,,Female
2436.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  Male
2437.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female
2438.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,Male
2439.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,40.0,24.0,2.0,,,,,,,Female
2440.0,,1.0,,40.0,,30.0,10.0,1.0,108.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
2441.0,,1.0,,50.0,,42.0,3.0,5.0,36.0,2.0,2.0,,2.0,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,, Male
2443.0,,1.0,,44.0,,34.0,1.0,1.0,120.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2445.0,,2.0,2.0,,1.0,2.0,27.0,1.0,0.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,26.0,240.0,,,,,,,,M
2446.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2447.0,,1.0,,45.0,,34.0,24.0,1.0,120.0,1.0,1.0,8.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
2449.0,,1.0,,40.0,,37.0,16.0,1.0,4.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
2450.0,,1.0,,40.0,,4.0,30.0,1.0,240.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,Male
2451.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,26.0,240.0,2.0,,,,,,,
2454.0,,1.0,,70.0,,42.0,2.0,5.0,96.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
2455.0,,1.0,,30.0,1.0,24.0,11.0,1.0,5.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,15.0,12.0,,,,,4.0,,,Male
2456.0,,1.0,,48.0,,37.0,8.0,1.0,60.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,2.0,,,,2.0,,,,,,,,,,F 
2457.0,,1.0,,44.0,,4.0,3.0,1.0,5.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,8.0,24.0,,,,,,,,Male
2458.0,,1.0,,25.0,2.0,35.0,32.0,5.0,300.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2460.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,Female
2461.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,F
2462.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female 
2463.0,,1.0,,42.0,,25.0,1.0,1.0,24.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2464.0,,1.0,,16.0,2.0,29.0,16.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2465.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,5.0,420.0,2.0,,,,,,,Male 
2467.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,Female
2468.0,,1.0,,34.0,1.0,4.0,37.0,1.0,11.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,M  
2469.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2470.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,27.0,36.0,2.0,,,,,,,Female 
2471.0,,1.0,,16.0,2.0,33.0,17.0,1.0,72.0,2.0,1.0,8.0,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,F
2472.0,,1.0,,40.0,,29.0,13.0,1.0,6.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,13.0,18.0,,,,,,,,Male
2473.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,20.0,240.0,2.0,,,,,,,Female
2474.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,98.0,3.0,2.0,,,,,,,Male
2475.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,144.0,2.0,,,,,,,Female 
2476.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,38.0,180.0,2.0,,,,,,,M
2477.0,,1.0,,35.0,,41.0,5.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,5.0,96.0,,,,,4.0,,,Female
2478.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,11.0,96.0,2.0,,,,,,,F
2479.0,,1.0,,45.0,,31.0,16.0,1.0,48.0,2.0,1.0,0.0,2.0,,,,,,,,,2.0,,,,1.0,98.0,96.0,,,,,,,,Female
2480.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,16.0,60.0,2.0,,,,,,,Male
2482.0,,1.0,,37.0,,27.0,21.0,1.0,3.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,5.0,2.0,,,,2.0,,,,,,,,,, Female
2483.0,,1.0,,40.0,,43.0,16.0,3.0,300.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,, F 
2484.0,,1.0,,45.0,,27.0,1.0,1.0,60.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Female
2485.0,,1.0,,40.0,,30.0,10.0,1.0,12.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,Male
2486.0,,1.0,,42.0,,98.0,98.0,1.0,,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,M
2487.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, M
2488.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,384.0,2.0,,,,,,,Male
2490.0,,1.0,,32.0,1.0,36.0,11.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,1.0,1.0,3.0,,1.0,39.0,18.0,,2.0,,,4.0,,,Female 
2491.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,252.0,1.0,1.0,10.0,2.0,,,,Male
2492.0,,1.0,,52.0,,15.0,31.0,1.0,276.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,2.0,,,,,,,,,,Male
2494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male
2495.0,,1.0,,40.0,,4.0,37.0,1.0,7.0,2.0,2.0,,1.0,2.0,2.0,1.0,,,3.0,,,2.0,,,,1.0,27.0,12.0,,,,,,,,Male
2496.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,31.0,396.0,2.0,,,,,,,Female
2497.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,M
2499.0,,1.0,,18.0,2.0,27.0,19.0,1.0,24.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,4.0,,,F
2500.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,7.0,24.0,2.0,,,,,,,Female
2503.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Female
2504.0,,1.0,,20.0,2.0,1.0,26.0,1.0,0.0,2.0,2.0,,2.0,,,,,,,,,2.0,,,,1.0,26.0,24.0,,,,,,,,Female
2505.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,26.0,564.0,2.0,,,,,,,Male
